id,name,hp,attack,defense,sp_attack,sp_defense,speed,base_stats,normal_weakness,fire_weakness,water_weakness,electric_weakness,grass_weakness,ice_weakness,fighting_weakness,poison_weakness,ground_weakness,flying_weakness,psychic_weakness,bug_weakness,rock_weakness,ghost_weakness,dragon_weakness,dark_weakness,steel_weakness,fairy_weakness,height_inches,height_meters,weight_pounds,weight_kilograms,capturing_rate,gender_male_ratio,egg_steps,egg_cycles,abilities,type_1,type_2,classification_info,forms,gen,is_legendary,is_mythical,is_ultra_beast,number_immune,number_not_effective,number_normal,number_super_effective,has_forms,abilities_count,base_stats_calc,base_stats_diff,source,umap_1,umap_2
207.0,Gligar,65,75,105,35,65,85,430,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,307.0,1.1,142.9,64.8,60,5.0,5120,60,Hyper Cutter; Immunity; Sand Veil,Ground,Flying,Flyscorpion,,2,0,0,0,2,3,11,2,0.0,3,430.0,0.0,Real,6.9801884,6.6241264
208.0,Steelix,75,85,200,55,65,30,510,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,3002.0,9.2,881.8,400.0,25,5.0,6400,25,Rock Head; Sheer Force; Sturdy,Steel,Ground,Iron Snake,Mega Steelix,2,0,0,0,2,8,4,4,1.0,3,510.0,0.0,Real,3.713472,7.09927
209.0,Snubbull,60,80,50,40,40,30,300,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,200.0,0.6,17.2,7.8,190,24.6,5120,190,Available; Intimidate; Rattled; Run Away,Fairy,None,Fairy,,2,0,0,0,1,3,12,2,0.0,4,300.0,0.0,Real,8.728578,6.9514275
210.0,Granbull,90,120,75,60,60,45,450,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,407.0,1.4,107.4,48.7,75,24.6,5120,75,Available; Intimidate; Quick Feet; Rattled,Fairy,None,Fairy,,2,0,0,0,1,3,12,2,0.0,4,450.0,0.0,Real,7.0950966,7.428857
211.0,Qwilfish,65,95,85,55,55,85,440,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,108.0,0.5,8.6,3.9,45,5.0,5120,45,Intimidate; Poison Point; Swift Swim,Water,Poison,Balloon,Hisuian Qwilfish,2,0,0,0,0,8,7,3,1.0,3,440.0,0.0,Real,6.5350027,9.025231
212.0,Scizor,70,130,100,55,80,65,500,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,511.0,1.8,260.1,118.0,25,5.0,6400,25,Available; Light Metal; Swarm; Technician,Bug,Steel,Pincer,Mega Scizor,2,0,0,0,1,8,8,1,1.0,4,500.0,0.0,Real,4.2813725,6.439856
213.0,Shuckle,20,10,230,10,230,5,505,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,200.0,0.6,45.2,20.5,190,5.0,5120,190,Contrary; Gluttony; Sturdy,Bug,Rock,Mold,,2,0,0,0,0,2,13,3,0.0,3,505.0,0.0,Real,7.161581,9.978798
214.0,Heracross,80,125,75,40,95,85,500,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,411.0,1.5,119.0,54.0,45,5.0,6400,45,Guts; Moxie; Swarm,Bug,Fighting,Singlehorn,Mega Heracross,2,0,0,0,0,5,9,4,1.0,3,500.0,0.0,Real,5.1665425,9.647087
215.0,Sneasel,55,95,55,35,75,115,430,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0,211.0,0.9,61.7,28.0,60,5.0,5120,60,Available; Inner Focus; Keen Eye; Pickpocket,Dark,Ice,Sharp Claw,Hisuian Sneasel,2,0,0,0,1,3,8,6,1.0,4,430.0,0.0,Real,5.8628864,7.477551
216.0,Teddiursa,60,80,50,50,50,40,330,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,200.0,0.6,19.4,8.8,120,5.0,5120,120,Honey Gather; Pickup; Quick Feet,Normal,None,Little Bear,,2,0,0,0,1,0,16,1,0.0,3,330.0,0.0,Real,7.1840906,4.0790505
217.0,Ursaring,90,130,75,75,75,55,500,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,511.0,1.8,277.3,125.8,60,5.0,5120,60,Guts; Quick Feet; Unnerve,Normal,None,Hibernator,,2,0,0,0,1,0,16,1,0.0,3,500.0,0.0,Real,6.4744477,4.9359775
218.0,Slugma,40,40,40,70,40,20,250,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,204.0,0.7,77.2,35.0,190,5.0,5120,190,Flame Body; Magma Armor; Weak Armor,Fire,None,Lava,,2,0,0,0,0,6,9,3,0.0,3,250.0,0.0,Real,9.506981,8.839345
219.0,Magcargo,60,50,120,90,80,30,430,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,207.0,0.8,121.3,55.0,75,5.0,5120,75,Flame Body; Magma Armor; Weak Armor,Fire,Rock,Lava,,2,0,0,0,0,7,7,4,0.0,3,430.0,0.0,Real,6.0865684,9.0655775
220.0,Swinub,50,50,40,30,30,50,250,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,104.0,0.4,14.3,6.5,225,5.0,5120,225,Oblivious; Snow Cloak; Thick Fat,Ice,Ground,Pig,,2,0,0,0,1,1,11,5,0.0,3,250.0,0.0,Real,9.284889,7.095875
221.0,Piloswine,100,100,80,60,60,50,450,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,307.0,1.1,123.0,55.8,75,5.0,5120,75,Oblivious; Snow Cloak; Thick Fat,Ice,Ground,Swine,,2,0,0,0,1,1,11,5,0.0,3,450.0,0.0,Real,6.8542595,7.5144114
222.0,Corsola,65,55,95,65,95,35,410,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,0.6,11.0,5.0,60,24.6,5120,60,Available; Hustle; Natural Cure; Regenerator,Water,Rock,Coral,Galarian Corsola,2,0,0,0,0,5,9,4,1.0,4,410.0,0.0,Real,7.1270194,9.268072
223.0,Remoraid,35,65,35,65,35,65,300,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,200.0,0.6,26.5,12.0,190,5.0,5120,190,Hustle; Moody; Sniper,Water,None,Jet,,2,0,0,0,0,4,12,2,0.0,3,300.0,0.0,Real,10.689543,9.737335
224.0,Octillery,75,105,75,105,75,45,480,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,211.0,0.9,62.8,28.5,75,5.0,5120,75,Moody; Sniper; Suction Cups,Water,None,Jet,,2,0,0,0,0,4,12,2,0.0,3,480.0,0.0,Real,6.027543,10.506858
225.0,Delibird,45,55,45,65,45,75,330,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0,211.0,0.9,35.3,16.0,45,5.0,5120,45,Available; Hustle; Insomnia; Vital Spirit,Ice,Flying,Delivery,,2,0,0,0,1,2,11,4,0.0,4,330.0,0.0,Real,8.020766,7.1192603
226.0,Mantine,85,40,70,80,140,70,485,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,611.0,2.1,485.0,220.0,25,5.0,6400,25,Swift Swim; Water Absorb; Water Veil,Water,Flying,Kite,,2,0,0,0,1,5,10,2,0.0,3,485.0,0.0,Real,5.4709144,7.9270606
227.0,Skarmory,65,80,140,40,70,70,465,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5,507.0,1.7,111.3,50.5,25,5.0,6400,25,Available; Keen Eye; Sturdy; Weak Armor,Steel,Flying,Armor Bird,,2,0,0,0,2,8,6,2,0.0,4,465.0,0.0,Real,4.346328,6.3269854
228.0,Houndour,45,60,30,80,50,65,330,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,200.0,0.6,23.8,10.8,120,5.0,5120,120,Early Bird; Flash Fire; Unnerve,Dark,Fire,Dark,,2,0,0,0,1,6,7,4,0.0,3,330.0,0.0,Real,8.699293,7.7691326
229.0,Houndoom,75,90,50,110,80,95,500,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,407.0,1.4,77.2,35.0,45,5.0,5120,45,Early Bird; Flash Fire; Unnerve,Dark,Fire,Dark,Mega Houndoom,2,0,0,0,1,6,7,4,1.0,3,500.0,0.0,Real,5.449867,7.3574214
230.0,Kingdra,75,95,95,95,95,85,540,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,511.0,1.8,335.1,152.0,45,5.0,5120,45,Damp; Sniper; Swift Swim,Water,Dragon,Dragon,,2,0,0,0,0,3,13,2,0.0,3,540.0,0.0,Real,4.8723454,10.3088455
231.0,Phanpy,90,60,60,40,40,40,330,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,108.0,0.5,73.9,33.5,120,5.0,5120,120,Pickup; Sand Veil,Ground,None,Long Nose,,2,0,0,0,1,2,12,3,0.0,2,330.0,0.0,Real,8.250623,7.029267
232.0,Donphan,90,120,120,60,60,50,500,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,307.0,1.1,264.6,120.0,60,5.0,5120,60,Sand Veil; Sturdy,Ground,None,Armor,,2,0,0,0,1,2,12,3,0.0,2,500.0,0.0,Real,6.7213926,7.2583156
233.0,Porygon2,85,80,90,105,95,60,515,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,200.0,0.6,71.6,32.5,45,5.0,5120,45,Analytic; Download; Trace,Normal,None,Virtual,,2,0,0,0,1,0,16,1,0.0,3,515.0,0.0,Real,6.5020547,5.0369368
234.0,Stantler,73,95,62,85,65,85,465,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,407.0,1.4,157.0,71.2,45,5.0,5120,45,Frisk; Intimidate; Sap Sipper,Normal,None,Big Horn,,2,0,0,0,1,0,16,1,0.0,3,465.0,0.0,Real,6.629659,4.720053
235.0,Smeargle,55,20,35,20,45,75,250,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,311.0,1.2,127.9,58.0,45,5.0,5120,45,Available; Moody; Own Tempo; Technician,Normal,None,Painter,,2,0,0,0,1,0,16,1,0.0,4,250.0,0.0,Real,7.324853,3.9444427
236.0,Tyrogue,35,35,35,35,35,35,210,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,204.0,0.7,46.3,21.0,75,10.0,6400,75,Guts; Steadfast; Vital Spirit,Fighting,None,Scuffle,,2,0,0,0,0,3,12,3,0.0,3,210.0,0.0,Real,9.184163,9.158919
237.0,Hitmontop,50,95,95,35,110,70,455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,407.0,1.4,105.8,48.0,45,10.0,6400,45,Intimidate; Steadfast; Technician,Fighting,None,Handstand,,2,0,0,0,0,3,12,3,0.0,3,455.0,0.0,Real,5.8466134,10.266775
238.0,Smoochum,45,30,15,85,65,65,305,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0,104.0,0.4,13.2,6.0,45,0.0,6400,45,Forewarn; Hydration; Oblivious,Ice,Psychic,Kiss,,2,0,0,0,0,2,10,6,0.0,3,305.0,0.0,Real,8.548952,8.626084
239.0,Elekid,45,63,37,65,55,95,360,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,200.0,0.6,51.8,23.5,45,75.4,6400,45,Available; Static; Vital Spirit,Electric,None,Electric,,2,0,0,0,0,3,14,1,0.0,3,360.0,0.0,Real,7.888612,14.121372
240.0,Magby,45,75,37,70,55,83,365,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,204.0,0.7,47.2,21.4,45,75.4,6400,45,Available; Flame Body; Vital Spirit,Fire,None,Live Coal,,2,0,0,0,0,6,9,3,0.0,3,365.0,0.0,Real,7.760317,14.120977
241.0,Miltank,95,80,105,40,70,100,490,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,311.0,1.2,166.4,75.5,45,0.0,5120,45,Available; Sap Sipper; Scrappy; Thick Fat,Normal,None,Milk Cow,,2,0,0,0,1,0,16,1,0.0,4,490.0,0.0,Real,6.632072,4.5673504
242.0,Blissey,255,10,10,75,135,55,540,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,411.0,1.5,103.2,46.8,30,0.0,10240,30,Available; Healer; Natural Cure; Serene Grace,Normal,None,Happiness,,2,0,0,0,1,0,16,1,0.0,4,540.0,0.0,Real,6.379958,9.070355
243.0,Raikou,90,85,75,115,100,115,580,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,603.0,1.9,392.4,178.0,3,5.0,20480,3,Available; Inner Focus; Pressure,Electric,None,Thunder,,2,1,0,0,0,3,14,1,0.0,3,580.0,0.0,Real,4.6150765,10.408863
244.0,Entei,115,115,85,90,75,100,580,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,611.0,2.1,436.5,198.0,3,5.0,20480,3,Available; Inner Focus; Pressure,Fire,None,Volcano,,2,1,0,0,0,6,9,3,0.0,3,580.0,0.0,Real,4.3717175,9.337086
245.0,Suicune,100,75,115,90,115,85,580,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,607.0,2.0,412.3,187.0,3,5.0,20480,3,Available; Inner Focus; Pressure,Water,None,Aurora,,2,1,0,0,0,4,12,2,0.0,3,580.0,0.0,Real,4.305495,9.842181
246.0,Larvitar,50,64,50,45,50,41,300,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,200.0,0.6,158.7,72.0,45,5.0,10240,45,Guts; Sand Veil,Rock,Ground,Rock Skin,,2,0,0,0,1,5,6,6,0.0,2,300.0,0.0,Real,8.433983,7.9637156
247.0,Pupitar,70,84,70,65,70,51,410,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,311.0,1.2,335.1,152.0,45,5.0,10240,45,Shed Skin,Rock,Ground,Hard Shell,,2,0,0,0,1,5,6,6,0.0,1,410.0,0.0,Real,5.7603755,7.8399677
248.0,Tyranitar,100,134,110,95,100,61,600,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,607.0,2.0,445.3,202.0,45,5.0,10240,45,Sand Stream; Unnerve,Rock,Dark,Armor,Mega Tyranitar,2,0,0,0,1,6,4,7,1.0,2,600.0,0.0,Real,4.403866,8.043311
249.0,Lugia,106,90,130,90,154,110,680,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1701.0,5.2,476.2,216.0,3,5.0,30720,3,Multiscale; Pressure,Psychic,Flying,Diving,,2,1,0,0,1,3,9,5,0.0,2,680.0,0.0,Real,3.645816,9.059728
250.0,Ho-Oh,106,130,90,110,154,90,680,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,1206.0,3.8,438.7,199.0,3,5.0,30720,3,Pressure; Regenerator,Fire,Flying,Rainbow,,2,1,0,0,1,6,8,3,0.0,2,680.0,0.0,Real,3.610266,8.948856
251.0,Celebi,100,100,100,100,100,100,600,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,200.0,0.6,11.0,5.0,45,5.0,30720,45,Natural Cure,Psychic,Grass,Time Travel,,2,0,1,0,0,6,5,7,0.0,1,600.0,0.0,Real,4.517741,8.267268
252.0,Treecko,40,45,35,65,55,70,310,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,108.0,0.5,11.0,5.0,45,88.1,5120,45,Overgrow; Unburden,Grass,None,Wood Gecko,,3,0,0,0,0,4,9,5,0.0,2,310.0,0.0,Real,7.919514,13.667686
253.0,Grovyle,50,65,45,85,65,95,405,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,211.0,0.9,47.6,21.6,45,88.1,5120,45,Overgrow; Unburden,Grass,None,Wood Gecko,,3,0,0,0,0,4,9,5,0.0,2,405.0,0.0,Real,7.4689684,13.780316
254.0,Sceptile,70,85,65,105,85,120,530,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,507.0,1.7,115.1,52.2,45,88.1,5120,45,Overgrow; Unburden,Grass,None,Forest,Mega Sceptile,3,0,0,0,0,4,9,5,1.0,2,530.0,0.0,Real,6.3269596,13.4461355
255.0,Torchic,45,60,40,70,50,45,310,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,104.0,0.4,5.5,2.5,45,88.1,5120,45,Blaze; Speed Boost,Fire,None,Chick,,3,0,0,0,0,6,9,3,0.0,2,310.0,0.0,Real,8.038504,14.144754
256.0,Combusken,60,85,60,85,60,55,405,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,211.0,0.9,43.0,19.5,45,88.1,5120,45,Blaze; Speed Boost,Fire,Fighting,Young Fowl,,3,0,0,0,0,6,8,4,0.0,2,405.0,0.0,Real,7.415515,13.7617855
257.0,Blaziken,80,120,70,110,70,80,530,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,603.0,1.9,114.6,52.0,45,88.1,5120,45,Blaze; Speed Boost,Fire,Fighting,Blaze,Mega Blaziken,3,0,0,0,0,6,8,4,1.0,2,530.0,0.0,Real,6.345577,13.332511
258.0,Mudkip,50,70,50,50,50,40,310,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,104.0,0.4,16.8,7.6,45,88.1,5120,45,Damp; Torrent,Water,None,Mud Fish,,3,0,0,0,0,4,12,2,0.0,2,310.0,0.0,Real,8.185488,13.921408
259.0,Marshtomp,70,85,70,60,70,50,405,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,204.0,0.7,61.7,28.0,45,88.1,5120,45,Damp; Torrent,Water,Ground,Mud Fish,,3,0,0,0,1,4,12,1,0.0,2,405.0,0.0,Real,7.9402423,13.769286
260.0,Swampert,100,110,90,85,90,60,535,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,411.0,1.5,180.6,81.9,45,88.1,5120,45,Damp; Torrent,Water,Ground,Mud Fish,Mega Swampert,3,0,0,0,1,4,12,1,1.0,2,535.0,0.0,Real,6.9451213,13.395666
261.0,Poochyena,35,55,35,30,30,35,220,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,108.0,0.5,30.0,13.6,255,5.0,3840,255,Quick Feet; Rattled; Run Away,Dark,None,Bite,,3,0,0,0,1,2,12,3,0.0,3,220.0,0.0,Real,9.27408,6.9044476
262.0,Mightyena,70,90,70,60,60,70,420,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,303.0,1.0,81.6,37.0,127,5.0,3840,127,Intimidate; Moxie; Quick Feet,Dark,None,Bite,,3,0,0,0,1,2,12,3,0.0,3,420.0,0.0,Real,7.534597,7.068169
263.0,Zigzagoon,38,30,41,30,41,60,240,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,104.0,0.4,38.6,17.5,255,5.0,3840,255,Gluttony; Pickup; Quick Feet,Normal,None,Tiny Racoon,Galarian Zigzagoon,3,0,0,0,1,0,16,1,1.0,3,240.0,0.0,Real,7.5697756,3.6503046
264.0,Linoone,78,70,61,50,61,100,420,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,108.0,0.5,71.6,32.5,90,5.0,3840,90,Gluttony; Pickup; Quick Feet,Normal,None,Rushing,Galarian Linoone,3,0,0,0,1,0,16,1,1.0,3,420.0,0.0,Real,6.841898,4.3352823
265.0,Wurmple,45,45,35,20,30,20,195,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,100.0,0.3,7.9,3.6,255,5.0,3840,255,Run Away; Shield Dust,Bug,None,Worm,,3,0,0,0,0,3,12,3,0.0,2,195.0,0.0,Real,10.191612,8.931242
266.0,Silcoon,50,35,55,25,25,15,205,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,200.0,0.6,22.0,10.0,120,5.0,3840,120,Shed Skin,Bug,None,Cocoon,,3,0,0,0,0,3,12,3,0.0,1,205.0,0.0,Real,9.392943,9.174567
267.0,Beautifly,60,70,50,100,50,65,395,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,303.0,1.0,62.6,28.4,45,5.0,3840,45,Rivalry; Swarm,Bug,Flying,Butterfly,,3,0,0,0,1,3,9,5,0.0,2,395.0,0.0,Real,6.528733,7.7118177
268.0,Cascoon,50,35,55,25,25,15,205,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,204.0,0.7,25.4,11.5,120,5.0,3840,120,Shed Skin,Bug,None,Cocoon,,3,0,0,0,0,3,12,3,0.0,1,205.0,0.0,Real,9.376143,9.214436
269.0,Dustox,60,50,70,50,90,65,385,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,311.0,1.2,69.7,31.6,45,5.0,3840,45,Compound Eyes; Shield Dust,Bug,Poison,Poison Moth,,3,0,0,0,0,5,9,4,0.0,2,385.0,0.0,Real,7.3302155,9.107303
270.0,Lotad,40,30,30,40,50,30,220,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,108.0,0.5,5.7,2.6,255,5.0,3840,255,Own Tempo; Rain Dish; Swift Swim,Water,Grass,Water Weed,,3,0,0,0,0,3,12,3,0.0,3,220.0,0.0,Real,10.109575,9.139916
271.0,Lombre,60,50,50,60,70,50,340,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,311.0,1.2,71.6,32.5,120,5.0,3840,120,Own Tempo; Rain Dish; Swift Swim,Water,Grass,Jolly,,3,0,0,0,0,3,12,3,0.0,3,340.0,0.0,Real,8.470887,9.717631
272.0,Ludicolo,80,70,70,90,100,70,480,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,411.0,1.5,121.3,55.0,45,5.0,3840,45,Own Tempo; Rain Dish; Swift Swim,Water,Grass,Carefree,,3,0,0,0,0,3,12,3,0.0,3,480.0,0.0,Real,6.138638,10.211393
273.0,Seedot,40,40,50,30,30,30,220,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,108.0,0.5,8.8,4.0,255,5.0,3840,255,Chlorophyll; Early Bird; Pickpocket,Grass,None,Acorn,,3,0,0,0,0,4,9,5,0.0,3,220.0,0.0,Real,9.8756695,8.499483
274.0,Nuzleaf,70,70,40,60,40,60,340,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,303.0,1.0,61.7,28.0,120,5.0,3840,120,Chlorophyll; Early Bird; Pickpocket,Grass,Dark,Wily,,3,0,0,0,1,6,4,7,0.0,3,340.0,0.0,Real,8.496235,7.906009
275.0,Shiftry,90,100,60,90,60,80,480,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,403.0,1.3,131.4,59.6,45,5.0,3840,45,Chlorophyll; Early Bird; Pickpocket,Grass,Dark,Wickid,,3,0,0,0,1,6,4,7,0.0,3,480.0,0.0,Real,5.2166505,7.894991
