type_1,type_2,gen,is_legendary,is_mythical,is_ultra_beast,hp,attack,defense,sp_attack,sp_defense,speed,base_stats,height_meters,weight_kilograms,capturing_rate,gender_male_ratio,egg_steps,egg_cycles,abilities_count,number_immune,number_not_effective,number_normal,number_super_effective
Ice,Psychic,2,0,0,0,45,30,15,85,65,65,305,0.4,6.0,45,0.0,6400,45,3,0,2,10,6
Electric,None,2,0,0,0,45,63,37,65,55,95,360,0.6,23.5,45,75.4,6400,45,3,0,3,14,1
Fire,None,2,0,0,0,45,75,37,70,55,83,365,0.7,21.4,45,75.4,6400,45,3,0,6,9,3
Normal,None,2,0,0,0,95,80,105,40,70,100,490,1.2,75.5,45,0.0,5120,45,4,1,0,16,1
Normal,None,2,0,0,0,255,10,10,75,135,55,540,1.5,46.8,30,0.0,10240,30,4,1,0,16,1
Electric,None,2,1,0,0,90,85,75,115,100,115,580,1.9,178.0,3,5.0,20480,3,3,0,3,14,1
Fire,None,2,1,0,0,115,115,85,90,75,100,580,2.1,198.0,3,5.0,20480,3,3,0,6,9,3
Water,None,2,1,0,0,100,75,115,90,115,85,580,2.0,187.0,3,5.0,20480,3,3,0,4,12,2
Rock,Ground,2,0,0,0,50,64,50,45,50,41,300,0.6,72.0,45,5.0,10240,45,2,1,5,6,6
Rock,Ground,2,0,0,0,70,84,70,65,70,51,410,1.2,152.0,45,5.0,10240,45,1,1,5,6,6
Rock,Dark,2,0,0,0,100,134,110,95,100,61,600,2.0,202.0,45,5.0,10240,45,2,1,6,4,7
Psychic,Flying,2,1,0,0,106,90,130,90,154,110,680,5.2,216.0,3,5.0,30720,3,2,1,3,9,5
Fire,Flying,2,1,0,0,106,130,90,110,154,90,680,3.8,199.0,3,5.0,30720,3,2,1,6,8,3
Psychic,Grass,2,0,1,0,100,100,100,100,100,100,600,0.6,5.0,45,5.0,30720,45,1,0,6,5,7
Grass,None,3,0,0,0,40,45,35,65,55,70,310,0.5,5.0,45,88.1,5120,45,2,0,4,9,5
Grass,None,3,0,0,0,50,65,45,85,65,95,405,0.9,21.6,45,88.1,5120,45,2,0,4,9,5
Grass,None,3,0,0,0,70,85,65,105,85,120,530,1.7,52.2,45,88.1,5120,45,2,0,4,9,5
Fire,None,3,0,0,0,45,60,40,70,50,45,310,0.4,2.5,45,88.1,5120,45,2,0,6,9,3
Fire,Fighting,3,0,0,0,60,85,60,85,60,55,405,0.9,19.5,45,88.1,5120,45,2,0,6,8,4
Fire,Fighting,3,0,0,0,80,120,70,110,70,80,530,1.9,52.0,45,88.1,5120,45,2,0,6,8,4
Water,None,3,0,0,0,50,70,50,50,50,40,310,0.4,7.6,45,88.1,5120,45,2,0,4,12,2
Water,Ground,3,0,0,0,70,85,70,60,70,50,405,0.7,28.0,45,88.1,5120,45,2,1,4,12,1
Water,Ground,3,0,0,0,100,110,90,85,90,60,535,1.5,81.9,45,88.1,5120,45,2,1,4,12,1
Dark,None,3,0,0,0,35,55,35,30,30,35,220,0.5,13.6,255,5.0,3840,255,3,1,2,12,3
Dark,None,3,0,0,0,70,90,70,60,60,70,420,1.0,37.0,127,5.0,3840,127,3,1,2,12,3
Normal,None,3,0,0,0,38,30,41,30,41,60,240,0.4,17.5,255,5.0,3840,255,3,1,0,16,1
Normal,None,3,0,0,0,78,70,61,50,61,100,420,0.5,32.5,90,5.0,3840,90,3,1,0,16,1
Bug,None,3,0,0,0,45,45,35,20,30,20,195,0.3,3.6,255,5.0,3840,255,2,0,3,12,3
Bug,None,3,0,0,0,50,35,55,25,25,15,205,0.6,10.0,120,5.0,3840,120,1,0,3,12,3
Bug,Flying,3,0,0,0,60,70,50,100,50,65,395,1.0,28.4,45,5.0,3840,45,2,1,3,9,5
Bug,None,3,0,0,0,50,35,55,25,25,15,205,0.7,11.5,120,5.0,3840,120,1,0,3,12,3
Bug,Poison,3,0,0,0,60,50,70,50,90,65,385,1.2,31.6,45,5.0,3840,45,2,0,5,9,4
Water,Grass,3,0,0,0,40,30,30,40,50,30,220,0.5,2.6,255,5.0,3840,255,3,0,3,12,3
Water,Grass,3,0,0,0,60,50,50,60,70,50,340,1.2,32.5,120,5.0,3840,120,3,0,3,12,3
Water,Grass,3,0,0,0,80,70,70,90,100,70,480,1.5,55.0,45,5.0,3840,45,3,0,3,12,3
Grass,None,3,0,0,0,40,40,50,30,30,30,220,0.5,4.0,255,5.0,3840,255,3,0,4,9,5
Grass,Dark,3,0,0,0,70,70,40,60,40,60,340,1.0,28.0,120,5.0,3840,120,3,1,6,4,7
Grass,Dark,3,0,0,0,90,100,60,90,60,80,480,1.3,59.6,45,5.0,3840,45,3,1,6,4,7
Normal,Flying,3,0,0,0,40,55,30,30,30,85,270,0.3,2.3,200,5.0,3840,200,2,2,2,11,3
Normal,Flying,3,0,0,0,60,85,60,75,50,125,455,0.7,19.8,45,5.0,3840,45,2,2,2,11,3
Water,Flying,3,0,0,0,40,30,30,55,30,85,270,0.6,9.5,190,5.0,5120,190,4,1,5,10,2
Water,Flying,3,0,0,0,60,50,100,95,70,65,440,1.2,28.0,45,5.0,5120,45,4,1,5,10,2
Psychic,Fairy,3,0,0,0,28,25,25,45,35,40,198,0.4,6.6,235,5.0,5120,235,3,1,2,12,3
Psychic,Fairy,3,0,0,0,38,35,35,65,55,50,278,0.8,20.2,120,5.0,5120,120,3,1,2,12,3
Psychic,Fairy,3,0,0,0,68,65,65,125,115,80,518,1.6,48.4,45,5.0,5120,45,3,1,2,12,3
Bug,Water,3,0,0,0,40,30,32,50,52,65,269,0.5,1.7,200,5.0,3840,200,3,0,5,10,3
Bug,Flying,3,0,0,0,70,60,62,100,82,80,454,0.8,3.6,75,5.0,3840,75,3,1,3,9,5
Grass,None,3,0,0,0,60,40,60,40,60,35,295,0.4,4.5,255,5.0,3840,255,3,0,4,9,5
Grass,Fighting,3,0,0,0,60,130,80,60,60,70,460,1.2,39.2,90,5.0,3840,90,3,0,6,6,6
Normal,None,3,0,0,0,60,60,60,35,35,30,280,0.8,24.0,255,5.0,3840,255,1,1,0,16,1
Normal,None,3,0,0,0,80,80,80,55,55,90,440,1.4,46.5,120,5.0,3840,120,1,1,0,16,1
Normal,None,3,0,0,0,150,160,100,95,65,100,670,2.0,130.5,45,5.0,3840,45,1,1,0,16,1
Bug,Ground,3,0,0,0,31,45,90,30,30,40,266,0.5,5.5,255,5.0,3840,255,2,1,3,10,4
Bug,Flying,3,0,0,0,61,90,45,50,50,160,456,0.8,12.0,120,5.0,3840,120,2,1,3,9,5
Bug,Ghost,3,0,0,0,1,90,45,30,30,40,236,0.8,1.2,45,5.0,3840,45,1,2,4,7,5
Normal,None,3,0,0,0,64,51,23,51,23,28,240,0.6,16.3,190,5.0,5120,190,2,1,0,16,1
Normal,None,3,0,0,0,84,71,43,71,43,48,360,1.0,40.5,120,5.0,5120,120,2,1,0,16,1
Normal,None,3,0,0,0,104,91,63,91,73,68,490,1.5,84.0,45,5.0,5120,45,2,1,0,16,1
Fighting,None,3,0,0,0,72,60,30,20,30,25,237,1.0,86.4,180,75.4,5120,180,4,0,3,12,3
Fighting,None,3,0,0,0,144,120,60,40,60,50,474,2.3,253.8,200,75.4,5120,200,4,0,3,12,3
Normal,Fairy,3,0,0,0,50,20,40,20,40,20,190,0.2,2.0,150,24.6,2560,150,3,2,2,12,2
Rock,None,3,0,0,0,30,45,135,45,90,30,375,1.0,97.0,255,5.0,5120,255,4,0,4,9,5
Normal,None,3,0,0,0,50,45,45,35,35,50,260,0.6,11.0,255,24.6,3840,255,3,1,0,16,1
Normal,None,3,0,0,0,70,65,65,55,55,90,400,1.1,32.6,60,24.6,3840,60,3,1,0,16,1
Dark,Ghost,3,0,0,0,50,75,75,65,65,50,380,0.5,11.0,45,5.0,6400,45,4,3,1,13,1
Steel,Fairy,3,0,0,0,50,85,85,55,55,50,380,0.6,11.5,45,5.0,5120,45,3,2,9,5,2
Steel,Rock,3,0,0,0,50,70,100,40,40,30,330,0.4,60.0,180,5.0,8960,180,3,1,8,6,3
Steel,Rock,3,0,0,0,60,90,140,50,50,40,430,0.9,120.0,90,5.0,8960,90,3,1,8,6,3
Steel,Rock,3,0,0,0,70,110,180,60,60,50,530,2.1,360.0,45,5.0,8960,45,3,1,8,6,3
Fighting,Psychic,3,0,0,0,30,40,55,40,55,60,280,0.6,11.2,180,5.0,5120,180,2,0,2,13,3
Fighting,Psychic,3,0,0,0,60,60,75,60,75,80,410,1.3,31.5,90,5.0,5120,90,2,0,2,13,3
Electric,None,3,0,0,0,40,45,40,65,40,65,295,0.6,15.2,120,5.0,5120,120,3,0,3,14,1
Electric,None,3,0,0,0,70,75,60,105,60,105,475,1.5,40.2,45,5.0,5120,45,3,0,3,14,1
Electric,None,3,0,0,0,60,50,40,85,75,95,405,0.4,4.2,200,5.0,5120,200,2,0,3,14,1
Electric,None,3,0,0,0,60,40,50,75,85,95,405,0.4,4.2,200,5.0,5120,200,2,0,3,14,1
Bug,None,3,0,0,0,65,73,75,47,85,85,430,0.7,17.7,150,10.0,3840,150,3,0,3,12,3
Bug,None,3,0,0,0,65,47,75,73,85,85,430,0.6,17.7,150,0.0,3840,150,3,0,3,12,3
Grass,Poison,3,0,0,0,50,60,45,100,80,65,400,0.3,2.0,150,5.0,5120,150,3,0,5,9,4
Poison,None,3,0,0,0,70,43,53,43,53,40,302,0.4,10.3,225,5.0,5120,225,3,0,5,11,2
Poison,None,3,0,0,0,100,73,83,73,83,55,467,1.7,80.0,75,5.0,5120,75,3,0,5,11,2
Water,Dark,3,0,0,0,45,90,20,65,20,65,305,0.8,20.8,225,5.0,5120,225,3,1,6,6,5
Water,Dark,3,0,0,0,70,120,40,95,40,95,460,1.8,88.8,60,5.0,5120,60,3,1,6,6,5
Water,None,3,0,0,0,130,70,35,70,35,60,400,2.0,130.0,125,5.0,10240,125,4,0,4,12,2
Water,None,3,0,0,0,170,90,45,90,45,60,500,14.5,398.0,60,5.0,10240,60,4,0,4,12,2
Fire,Ground,3,0,0,0,60,60,40,65,45,35,305,0.7,24.0,255,5.0,5120,255,3,1,5,10,2
Fire,Ground,3,0,0,0,70,100,70,105,75,40,460,1.9,220.0,150,5.0,5120,150,3,1,5,10,2
Fire,None,3,0,0,0,70,85,140,85,70,20,470,0.5,80.4,90,5.0,5120,90,4,0,6,9,3
Psychic,None,3,0,0,0,60,25,35,70,80,60,330,0.7,30.6,255,5.0,5120,255,3,0,2,13,3
Psychic,None,3,0,0,0,80,45,65,90,110,80,470,0.9,71.5,60,5.0,5120,60,3,0,2,13,3
Normal,None,3,0,0,0,60,60,60,60,60,60,360,1.1,5.0,255,5.0,3840,255,4,1,0,16,1
Ground,None,3,0,0,0,45,100,45,45,45,10,290,0.7,15.0,255,5.0,5120,255,4,1,2,12,3
Ground,Dragon,3,0,0,0,50,70,50,50,50,70,340,1.1,15.3,120,5.0,5120,120,1,1,3,11,3
Ground,Dragon,3,0,0,0,80,100,80,80,80,100,520,2.0,82.0,45,5.0,5120,45,1,1,3,11,3
Grass,None,3,0,0,0,50,85,40,85,40,35,335,0.4,51.3,190,5.0,5120,190,2,0,4,9,5
Grass,Dark,3,0,0,0,70,115,60,115,60,55,475,1.3,77.4,60,5.0,5120,60,2,1,6,4,7
Normal,Flying,3,0,0,0,45,40,60,40,75,50,310,0.4,1.2,255,5.0,5120,255,2,2,2,11,3
Dragon,Flying,3,0,0,0,75,70,90,70,105,80,490,1.1,20.6,45,5.0,5120,45,2,1,5,8,4
Normal,None,3,0,0,0,73,115,60,60,60,90,458,1.3,40.3,90,5.0,5120,90,2,1,0,16,1
Poison,None,3,0,0,0,73,100,60,100,60,65,458,2.7,52.5,90,5.0,5120,90,2,0,5,11,2
Rock,Psychic,3,0,0,0,90,55,65,95,85,70,460,1.0,168.0,45,5.0,6400,45,1,0,5,6,7
Rock,Psychic,3,0,0,0,90,95,85,55,65,70,460,1.2,154.0,45,5.0,6400,45,1,0,5,6,7
Water,Ground,3,0,0,0,50,48,43,46,41,60,288,0.4,1.9,190,5.0,5120,190,4,1,4,12,1
Water,Ground,3,0,0,0,110,78,73,76,71,60,468,0.9,23.6,75,5.0,5120,75,4,1,4,12,1
Water,None,3,0,0,0,43,80,65,50,35,35,308,0.6,11.5,205,5.0,3840,205,3,0,4,12,2
Water,Dark,3,0,0,0,63,120,85,90,55,55,468,1.1,32.8,155,5.0,3840,155,3,1,6,6,5
Ground,Psychic,3,0,0,0,40,40,55,40,70,55,300,0.5,21.5,255,5.0,5120,255,1,1,4,7,6
Ground,Psychic,3,0,0,0,60,70,105,70,120,75,500,1.5,108.0,90,5.0,5120,90,1,1,4,7,6
Rock,Grass,3,0,0,0,66,41,77,61,87,23,355,1.0,23.8,45,88.1,7680,45,2,0,2,12,4
Rock,Grass,3,0,0,0,86,81,97,81,107,43,495,1.5,60.4,45,88.1,7680,45,2,0,2,12,4
Rock,Bug,3,0,0,0,45,95,50,40,50,75,355,0.7,12.5,45,88.1,7680,45,2,0,2,13,3
Rock,Bug,3,0,0,0,75,125,100,70,80,45,495,1.5,68.2,45,88.1,7680,45,2,0,2,13,3
Water,None,3,0,0,0,20,15,20,10,55,80,200,0.6,7.4,255,5.0,5120,255,4,0,4,12,2
Water,None,3,0,0,0,95,60,79,100,125,81,540,6.2,162.0,60,5.0,5120,60,4,0,4,12,2
Normal,None,3,0,0,0,70,70,70,70,70,70,420,0.3,0.8,45,5.0,6400,45,1,1,0,16,1
Normal,None,3,0,0,0,60,90,70,60,120,40,440,1.0,22.0,200,5.0,5120,200,2,1,0,16,1
Ghost,None,3,0,0,0,44,75,35,63,33,45,295,0.6,2.3,225,5.0,6400,225,3,2,2,12,2
Ghost,None,3,0,0,0,64,115,65,83,63,65,455,1.1,12.5,45,5.0,6400,45,3,2,2,12,2
Ghost,None,3,0,0,0,20,40,90,30,90,25,295,0.8,15.0,190,5.0,6400,190,2,2,2,12,2
Ghost,None,3,0,0,0,40,70,130,60,130,25,455,1.6,30.6,90,5.0,6400,90,2,2,2,12,2
Grass,Flying,3,0,0,0,99,68,83,72,87,51,460,2.0,100.0,200,5.0,6400,200,3,1,3,9,5
Psychic,None,3,0,0,0,75,50,80,95,90,65,455,0.6,1.0,45,5.0,6400,45,1,0,2,13,3
Dark,None,3,0,0,0,65,130,60,75,60,75,465,1.2,47.0,30,5.0,6400,30,4,1,2,12,3
Psychic,None,3,0,0,0,95,23,48,23,48,23,260,0.6,14.0,125,5.0,5120,125,2,0,2,13,3
Ice,None,3,0,0,0,50,50,50,50,50,50,300,0.7,16.8,190,5.0,5120,190,4,0,1,13,4
Ice,None,3,0,0,0,80,80,80,80,80,80,480,1.5,256.5,75,5.0,5120,75,4,0,1,13,4
Ice,Water,3,0,0,0,70,40,50,55,50,25,290,0.8,39.5,255,5.0,5120,255,3,0,2,12,4
Ice,Water,3,0,0,0,90,60,70,75,70,45,410,1.1,87.6,120,5.0,5120,120,3,0,2,12,4
Ice,Water,3,0,0,0,110,80,90,95,90,65,530,1.4,150.6,45,5.0,5120,45,3,0,2,12,4
Water,None,3,0,0,0,35,64,85,74,55,32,345,0.4,52.5,255,5.0,5120,255,2,0,4,12,2
Water,None,3,0,0,0,55,104,105,94,75,52,485,1.7,27.0,60,5.0,5120,60,2,0,4,12,2
Water,None,3,0,0,0,55,84,105,114,75,52,485,1.8,22.6,60,5.0,5120,60,2,0,4,12,2
Water,Rock,3,0,0,0,100,90,130,45,65,55,485,1.0,23.4,25,88.1,10240,25,4,0,5,9,4
Water,None,3,0,0,0,43,30,55,40,65,97,330,0.6,8.7,225,24.6,5120,225,3,0,4,12,2
Dragon,None,3,0,0,0,45,75,60,40,30,50,300,0.6,42.1,45,5.0,10240,45,3,0,4,11,3
Dragon,None,3,0,0,0,65,95,100,60,50,50,420,1.1,110.5,45,5.0,10240,45,3,0,4,11,3
Dragon,Flying,3,0,0,0,95,135,80,110,80,100,600,1.5,102.6,45,5.0,10240,45,3,1,5,8,4
Steel,Psychic,3,0,0,0,40,55,80,35,60,30,300,0.6,95.2,3,5.0,10240,3,3,1,9,4,4
Steel,Psychic,3,0,0,0,60,75,100,55,80,50,420,1.2,202.5,3,5.0,10240,3,3,1,9,4,4
Steel,Psychic,3,0,0,0,80,135,130,95,90,70,600,1.6,550.0,3,5.0,10240,3,3,1,9,4,4
Rock,None,3,1,0,0,80,100,200,50,100,50,580,1.7,230.0,3,5.0,20480,3,2,0,4,9,5
Ice,None,3,1,0,0,80,50,100,100,200,50,580,1.8,175.0,3,5.0,20480,3,2,0,1,13,4
Steel,None,3,1,0,0,80,75,150,75,150,50,580,1.9,205.0,3,5.0,20480,3,2,1,10,4,3
Dragon,Psychic,3,1,0,0,80,80,90,110,130,110,600,1.4,40.0,3,0.0,30720,3,1,0,6,6,6
Dragon,Psychic,3,1,0,0,80,90,80,130,110,110,600,2.0,60.0,3,10.0,30720,3,1,0,6,6,6
Water,None,3,1,0,0,100,100,90,150,140,90,670,4.5,352.0,3,5.0,30720,3,1,0,4,12,2
Ground,None,3,1,0,0,100,150,140,100,90,90,670,3.5,950.0,3,5.0,30720,3,1,1,2,12,3
Dragon,Flying,3,1,0,0,105,150,90,150,90,95,680,7.0,206.5,45,5.0,30720,45,1,1,5,8,4
Steel,Psychic,3,0,1,0,100,100,100,100,100,100,600,0.3,1.1,3,5.0,30720,3,1,1,9,4,4
Psychic,None,3,0,1,0,50,150,50,150,50,150,600,1.7,60.8,3,5.0,30720,3,1,0,2,13,3
Grass,None,4,0,0,0,55,68,64,45,55,31,318,0.4,10.2,45,88.1,5120,45,2,0,4,9,5
Grass,None,4,0,0,0,75,89,85,55,65,36,405,1.1,97.0,45,88.1,5120,45,2,0,4,9,5
Grass,Ground,4,0,0,0,95,109,105,75,85,56,525,2.2,310.0,45,88.1,5120,45,2,1,2,11,4
Fire,None,4,0,0,0,44,58,44,58,44,61,309,0.5,6.2,45,88.1,5120,45,2,0,6,9,3
Fire,Fighting,4,0,0,0,64,78,52,78,52,81,405,0.9,22.0,45,88.1,5120,45,2,0,6,8,4
Fire,Fighting,4,0,0,0,76,104,71,104,71,108,534,1.2,55.0,45,88.1,5120,45,2,0,6,8,4
Water,None,4,0,0,0,53,51,53,61,56,40,314,0.4,5.2,45,88.1,5120,45,2,0,4,12,2
Water,None,4,0,0,0,64,66,68,81,76,50,405,0.8,23.0,45,88.1,5120,45,2,0,4,12,2
Water,Steel,4,0,0,0,84,86,88,111,101,60,530,1.7,84.5,45,88.1,5120,45,2,1,10,4,3
Normal,Flying,4,0,0,0,40,55,30,30,30,60,245,0.3,2.0,255,5.0,3840,255,2,2,2,11,3
Normal,Flying,4,0,0,0,55,75,50,40,40,80,340,0.6,15.5,120,5.0,3840,120,2,2,2,11,3
Normal,Flying,4,0,0,0,85,120,70,50,60,100,485,1.2,24.9,45,5.0,3840,45,2,2,2,11,3
Normal,None,4,0,0,0,59,45,40,35,40,31,250,0.5,20.0,255,5.0,3840,255,3,1,0,16,1
Normal,Water,4,0,0,0,79,85,60,55,60,71,410,1.0,31.5,127,5.0,3840,127,3,1,4,10,3
Bug,None,4,0,0,0,37,25,41,25,41,25,194,0.3,2.2,255,5.0,3840,255,2,0,3,12,3
Bug,None,4,0,0,0,77,85,51,55,51,65,384,1.0,25.5,45,5.0,3840,45,2,0,3,12,3
Electric,None,4,0,0,0,45,65,34,40,34,45,263,0.5,9.5,235,5.0,5120,235,3,0,3,14,1
Electric,None,4,0,0,0,60,85,49,60,49,60,363,0.9,30.5,120,5.0,2560,120,3,0,3,14,1
Electric,None,4,0,0,0,80,120,79,95,79,70,523,1.4,42.0,45,5.0,5120,45,3,0,3,14,1
Grass,Poison,4,0,0,0,40,30,35,50,70,55,280,0.2,1.2,255,5.0,5120,255,3,0,5,9,4
Grass,Poison,4,0,0,0,60,70,65,125,105,90,515,0.9,14.5,75,5.0,5120,75,3,0,5,9,4
Rock,None,4,0,0,0,67,125,40,30,30,58,350,0.9,31.5,45,88.1,7680,45,2,0,4,9,5
Rock,None,4,0,0,0,97,165,60,65,50,58,495,1.6,102.5,45,88.1,7680,45,2,0,4,9,5
Rock,Steel,4,0,0,0,30,42,118,42,88,30,350,0.5,57.0,45,88.1,7680,45,2,1,8,6,3
Rock,Steel,4,0,0,0,60,52,168,47,138,30,495,1.3,149.5,45,88.1,7680,45,2,1,8,6,3
Bug,None,4,0,0,0,40,29,45,29,45,36,224,0.2,3.4,120,5.0,3840,120,2,0,3,12,3
Bug,Grass,4,0,0,0,60,59,85,79,105,36,424,0.5,6.5,45,0.0,3840,45,2,0,5,7,6
Bug,Flying,4,0,0,0,70,94,50,94,50,66,424,0.9,23.3,45,10.0,3840,45,2,1,3,9,5
Bug,Flying,4,0,0,0,30,30,42,30,42,70,244,0.3,5.5,120,88.1,3840,120,2,1,3,9,5
Bug,Flying,4,0,0,0,70,80,102,80,102,40,474,1.2,38.5,45,0.0,3840,45,2,1,3,9,5
Electric,None,4,0,0,0,60,45,70,45,90,95,405,0.4,3.9,200,5.0,2560,200,3,0,3,14,1
Water,None,4,0,0,0,55,65,35,60,30,85,330,0.7,29.5,190,5.0,5120,190,2,0,4,12,2
Water,None,4,0,0,0,85,105,55,85,50,115,495,1.1,33.5,75,5.0,5120,75,2,0,4,12,2
Grass,None,4,0,0,0,45,35,45,62,53,35,275,0.4,3.3,190,5.0,5120,190,1,0,4,9,5
Grass,None,4,0,0,0,70,60,70,87,78,85,450,0.5,9.3,75,5.0,5120,75,1,0,4,9,5
Water,None,4,0,0,0,76,48,48,57,62,34,325,0.3,6.3,190,5.0,5120,190,4,0,4,12,2
Water,Ground,4,0,0,0,111,83,68,92,82,39,475,0.9,29.9,75,5.0,5120,75,4,1,4,12,1
Normal,None,4,0,0,0,75,100,66,60,66,115,482,1.2,20.3,45,5.0,5120,45,3,1,0,16,1
Ghost,Flying,4,0,0,0,90,50,34,60,44,70,348,0.4,1.2,125,5.0,7680,125,4,3,3,7,5
Ghost,Flying,4,0,0,0,150,80,44,90,54,80,498,1.2,15.0,60,5.0,7680,60,4,3,3,7,5
Normal,None,4,0,0,0,55,66,44,44,56,85,350,0.4,5.5,190,5.0,5120,190,3,1,0,16,1
Normal,None,4,0,0,0,65,76,84,54,96,105,480,1.2,33.3,60,5.0,5120,60,3,1,0,16,1
Ghost,None,4,0,0,0,60,60,60,105,105,105,495,0.9,4.4,45,5.0,6400,45,1,2,2,12,2
Dark,Flying,4,0,0,0,100,125,52,105,52,71,505,0.9,27.3,30,5.0,5120,30,4,2,3,9,4
Normal,None,4,0,0,0,49,55,42,42,37,85,310,0.5,3.9,190,24.6,5120,190,3,1,0,16,1
Normal,None,4,0,0,0,71,82,64,64,59,112,452,1.0,43.8,75,24.6,5120,75,3,1,0,16,1
Psychic,None,4,0,0,0,45,30,50,65,50,45,285,0.2,0.6,120,5.0,6400,120,1,0,2,13,3
Poison,Dark,4,0,0,0,63,63,47,41,41,74,329,0.4,19.2,225,5.0,5120,225,3,1,4,12,1
Poison,Dark,4,0,0,0,103,93,67,71,61,84,479,1.0,38.0,60,5.0,5120,60,3,1,4,12,1
Steel,Psychic,4,0,0,0,57,24,86,24,86,23,300,0.5,60.5,255,5.0,5120,255,3,1,9,4,4
Steel,Psychic,4,0,0,0,67,89,116,79,116,33,500,1.3,187.0,90,5.0,5120,90,3,1,9,4,4
Rock,None,4,0,0,0,50,80,95,10,45,10,290,0.5,15.0,255,5.0,5120,255,4,0,4,9,5
Psychic,Fairy,4,0,0,0,20,25,45,70,90,60,310,0.6,13.0,145,5.0,6400,145,3,1,2,12,3
Normal,None,4,0,0,0,100,5,5,15,65,30,220,0.6,24.4,130,0.0,10240,130,4,1,0,16,1
Normal,Flying,4,0,0,0,76,65,45,92,42,91,411,0.5,1.9,30,5.0,5120,30,3,2,2,11,3
Ghost,Dark,4,0,0,0,50,92,108,92,108,35,485,1.0,108.0,100,5.0,7680,100,2,3,1,13,1
Dragon,Ground,4,0,0,0,58,70,45,40,45,42,300,0.7,20.5,45,5.0,10240,45,3,1,3,11,3
Dragon,Ground,4,0,0,0,68,90,65,50,55,82,410,1.4,56.0,45,5.0,10240,45,3,1,3,11,3
Dragon,Ground,4,0,0,0,108,130,95,80,85,102,600,1.9,95.0,45,5.0,10240,45,3,1,3,11,3
Normal,None,4,0,0,0,135,85,40,40,85,5,390,0.6,105.0,50,88.1,10240,50,4,1,0,16,1
Fighting,None,4,0,0,0,40,70,40,35,40,60,285,0.7,20.2,75,88.1,6400,75,4,0,3,12,3
Fighting,Steel,4,0,0,0,70,110,70,115,70,90,525,1.2,54.0,45,88.1,6400,45,4,1,8,6,3
Ground,None,4,0,0,0,68,72,78,38,42,32,330,0.8,49.5,140,5.0,7680,140,2,1,2,12,3
Ground,None,4,0,0,0,108,112,118,68,72,47,525,2.0,300.0,60,5.0,7680,60,2,1,2,12,3
Poison,Bug,4,0,0,0,40,50,90,30,55,65,330,0.8,12.0,120,5.0,5120,120,3,0,5,9,4
Poison,Dark,4,0,0,0,70,90,110,60,75,95,500,1.3,61.5,45,5.0,5120,45,3,1,4,12,1
Poison,Fighting,4,0,0,0,48,61,40,61,40,50,300,0.7,23.0,140,5.0,2560,140,3,0,6,9,3
Poison,Fighting,4,0,0,0,83,106,65,86,65,85,490,1.3,44.4,75,5.0,5120,75,3,0,6,9,3
Grass,None,4,0,0,0,74,100,72,90,72,46,454,1.4,27.0,200,5.0,6400,200,1,0,4,9,5
Water,None,4,0,0,0,49,49,56,49,61,66,330,0.4,7.0,190,5.0,5120,190,4,0,4,12,2
Water,None,4,0,0,0,69,69,76,69,86,91,460,1.2,24.0,75,5.0,5120,75,4,0,4,12,2
Water,Flying,4,0,0,0,45,20,50,60,120,50,345,1.0,65.0,25,5.0,6400,25,3,1,5,10,2
Grass,Ice,4,0,0,0,60,62,50,62,60,40,334,1.0,50.5,120,5.0,5120,120,2,0,4,7,7
Grass,Ice,4,0,0,0,90,92,75,92,85,60,494,2.2,135.5,60,5.0,5120,60,2,0,4,7,7
Dark,Ice,4,0,0,0,70,120,65,45,85,125,510,1.1,34.0,45,5.0,5120,45,3,1,3,8,6
Electric,Steel,4,0,0,0,70,70,115,130,90,60,535,1.2,180.0,30,5.0,5120,30,4,1,11,3,3
Normal,None,4,0,0,0,110,85,95,80,95,50,515,1.7,140.0,30,5.0,5120,30,3,1,0,16,1
Ground,Rock,4,0,0,0,115,140,130,55,55,40,535,2.4,282.8,30,5.0,5120,30,3,1,5,6,6
Grass,None,4,0,0,0,100,100,125,110,50,50,535,2.0,128.6,30,5.0,5120,30,3,0,4,9,5
Electric,None,4,0,0,0,75,123,67,95,85,95,540,1.8,138.6,30,75.4,6400,30,3,0,3,14,1
Fire,None,4,0,0,0,75,95,67,125,95,83,540,1.6,68.0,30,75.4,6400,30,3,0,6,9,3
Fairy,Flying,4,0,0,0,85,50,95,120,115,80,545,1.5,38.0,30,88.1,2560,30,3,2,4,7,5
Bug,Flying,4,0,0,0,86,76,86,116,56,95,515,1.9,51.5,30,5.0,5120,30,3,1,3,9,5
Grass,None,4,0,0,0,65,110,130,60,65,95,525,1.0,25.5,45,88.1,8960,45,3,0,4,9,5
Ice,None,4,0,0,0,65,60,110,130,95,65,525,0.8,25.9,45,88.1,8960,45,3,0,1,13,4
Ground,Flying,4,0,0,0,75,95,125,45,75,95,510,2.0,42.5,30,5.0,5120,30,3,2,3,11,2
Ice,Ground,4,0,0,0,110,130,80,70,60,80,530,2.5,291.0,50,5.0,5120,50,3,1,1,11,5
Normal,None,4,0,0,0,85,80,70,135,75,90,535,0.9,34.0,30,5.0,5120,30,3,1,0,16,1
Psychic,Fighting,4,0,0,0,68,125,65,65,115,80,518,1.6,52.0,45,10.0,5120,45,2,0,2,13,3
